2014 WA Senate Election Senate Group Voting Tickets [Event:17875 Phase:FinalResults Generated:2014-05-28T13:16:47 Cycle:b2873105-897b-4558-a9e2-d17a83d40911 Created:2014-05-28T11:03:19 Environment:PROD Site:PARKES Server:ACT01 Version:9.1.9.16053]
State,OwnerGroupID,OwnerGroupNm,OwnerTicket,TicketNo,CandidateID,CandidateTicket,Surname,GivenNm,BallotPosition,PartyAb,PartyNm,PreferenceNo
WA,1259,Australian Democrats,D,1,25343,G,ZANDVLIET,Rob,2,AMEP,Australian Motoring Enthusiast Party,51
WA,1259,Australian Democrats,D,1,25338,H,KOUTALIANOS,Bill,1,TCS,Freedom and Prosperity Party,25
WA,1259,Australian Democrats,D,1,25339,H,ASHBY,Leon,2,TCS,Freedom and Prosperity Party,26
WA,1259,Australian Democrats,D,1,25324,I,NITSCHKE,Philip,1,VEP,Voluntary Euthanasia Party,15
WA,1259,Australian Democrats,D,1,25325,I,DUFFIELD,Jim,2,VEP,Voluntary Euthanasia Party,16
WA,1259,Australian Democrats,D,1,25318,J,FRYAR,Jim,1,LDP,Liberal Democrats,76
WA,1259,Australian Democrats,D,1,25319,J,HAMILTON,Neil,2,LDP,Liberal Democrats,77
WA,1259,Australian Democrats,D,1,25290,K,PARKES,Brian W,1,VCE,Australian Voice Party,29
WA,1259,Australian Democrats,D,1,25291,K,BUTLER,Sean,2,VCE,Australian Voice Party,30
WA,1259,Australian Democrats,D,1,25344,L,BEZANT,Ken,1,BAP,Building Australia Party,27
WA,1259,Australian Democrats,D,1,25345,L,SMEE,Daniel Ross,2,BAP,Building Australia Party,28
WA,1259,Australian Democrats,D,1,25352,M,FELS,Anthony James,1,BRP,Mutual Party,11
WA,1259,Australian Democrats,D,1,25353,M,CHANDRA,Felly,2,BRP,Mutual Party,12
WA,1259,Australian Democrats,D,1,25336,N,ROSE,Linda,1,FFP,Family First Party,62
WA,1259,Australian Democrats,D,1,25337,N,HENG,Henry,2,FFP,Family First Party,63
WA,1259,Australian Democrats,D,1,25354,O,STRACHAN,Peter,1,SPP,#Sustainable Population Party,3
WA,1259,Australian Democrats,D,1,25355,O,BOURKE,William,2,SPP,#Sustainable Population Party,4
WA,1259,Australian Democrats,D,1,25284,P,WANG,Zhenya,1,PUP,Palmer United Party,33
WA,1259,Australian Democrats,D,1,25285,P,HEADLAND,Desmond John,2,PUP,Palmer United Party,34
WA,1259,Australian Democrats,D,1,25286,P,TERBLANCHE,Chamonix,3,PUP,Palmer United Party,35
WA,1259,Australian Democrats,D,1,25326,Q,DROPULICH,Wayne,1,SPRT,Australian Sports Party,48
WA,1259,Australian Democrats,D,1,25327,Q,LACKOVIC,Al,2,SPRT,Australian Sports Party,49
WA,1259,Australian Democrats,D,1,25298,R,JOHNSTON,David,1,LP,Liberal,58
WA,1259,Australian Democrats,D,1,25299,R,CASH,Michaelia,2,LP,Liberal,59
WA,1259,Australian Democrats,D,1,25300,R,REYNOLDS,Linda,3,LP,Liberal,60
WA,1259,Australian Democrats,D,1,25301,R,BROCKMAN,Slade,4,LP,Liberal,61
WA,1259,Australian Democrats,D,1,25316,S,BOW,Murray,1,ASP,Shooters and Fishers,44
WA,1259,Australian Democrats,D,1,25317,S,PARKES,John,2,ASP,Shooters and Fishers,45
WA,1259,Australian Democrats,D,1,25294,T,MOYLAN,James M,1,HMP,Help End Marijuana Prohibition (HEMP) Party,7
WA,1259,Australian Democrats,D,1,25295,T,MOYLAN,Tayla,2,HMP,Help End Marijuana Prohibition (HEMP) Party,8
WA,1259,Australian Democrats,D,1,25350,U,ANDERSON,Marcus,1,RPA,Republican Party of Australia,70
WA,1259,Australian Democrats,D,1,25351,U,HOLLICK,Rohan,2,RPA,Republican Party of Australia,71
WA,1259,Australian Democrats,D,1,25320,V,KATZ-BARBER,Max,1,SMK,Smokers Rights,72
WA,1259,Australian Democrats,D,1,25321,V,DI RADO,Daniel Jay,2,SMK,Smokers Rights,73
WA,1259,Australian Democrats,D,1,25346,W,McCARTHY,Daniel,1,AFLP,Australian Fishing and Lifestyle Party,46
WA,1259,Australian Democrats,D,1,25347,W,WYATT,Suzzanne,2,AFLP,Australian Fishing and Lifestyle Party,47
WA,1259,Australian Democrats,D,1,25292,X,MORAN,Ray,1,AUC,Australian Christians,64
WA,1259,Australian Democrats,D,1,25293,X,MOSELEY,Justin,2,AUC,Australian Christians,65
WA,1259,Australian Democrats,D,1,25332,Y,CUTHBERT,Simon Andrew,1,SPA,Secular Party of Australia,17
WA,1259,Australian Democrats,D,1,25333,Y,THOMPSON,Andrew,2,SPA,Secular Party of Australia,18
WA,1259,Australian Democrats,D,1,25282,Z,FOREMAN,Jane Elizabeth,1,RUA,Rise Up Australia Party,66
WA,1259,Australian Democrats,D,1,25283,Z,BENNETT,Joanne,2,RUA,Rise Up Australia Party,67
WA,1259,Australian Democrats,D,1,25304,AA,LUDLAM,Scott,1,GRN,The Greens (WA),38
WA,1259,Australian Democrats,D,1,25305,AA,CUNNINGHAM,Christine,2,GRN,The Greens (WA),39
WA,1259,Australian Democrats,D,1,25306,AA,JAMES,Ian,3,GRN,The Greens (WA),40
WA,1259,Australian Democrats,D,1,25307,AA,STEELE-JOHN,Jordon,4,GRN,The Greens (WA),41
WA,1259,Australian Democrats,D,1,25308,AA,NIELSEN-HARVEY,Sarah,5,GRN,The Greens (WA),42
WA,1259,Australian Democrats,D,1,25309,AA,CULLITY,Judith,6,GRN,The Greens (WA),43
WA,1259,Australian Democrats,D,1,25340,AB,GOOD,Adrian,1,DLP,DLP Democratic Labour,68
WA,1259,Australian Democrats,D,1,25341,AB,KIERNAN,Cathy,2,DLP,DLP Democratic Labour,69
WA,1259,Australian Democrats,D,1,25348,AC,BOUWMAN,Phillip,1,KAP,Katter's Australian Party,31
WA,1259,Australian Democrats,D,1,25349,AC,HODDINOTT,Susan,2,KAP,Katter's Australian Party,32
WA,1259,Australian Democrats,D,1,25302,AD,LOVE,Katrina,1,AJP,Animal Justice Party,5
WA,1259,Australian Democrats,D,1,25303,AD,SUTTON,Alicia,2,AJP,Animal Justice Party,6
WA,1259,Australian Democrats,D,1,25314,AE,PATTEN,Fiona,1,ASXP,Sex Party,13
WA,1259,Australian Democrats,D,1,25315,AE,COLEMAN,Mark,2,ASXP,Sex Party,14
WA,1259,Australian Democrats,D,1,25287,AF,BAINBRIDGE,Alex,1,SAL,Socialist Alliance,21
WA,1259,Australian Democrats,D,1,25288,AF,JENKINS,Chris,2,SAL,Socialist Alliance,22
WA,1259,Australian Democrats,D,1,25322,AG,FISHLOCK,David,1,ODR,Outdoor Recreation Party (Stop The Greens),74
WA,1259,Australian Democrats,D,1,25323,AG,DE LIMA,Joaquim,2,ODR,Outdoor Recreation Party (Stop The Greens),75
WA,1259,Australian Democrats,D,1,25289,UG,VAN LIESHOUT,Teresa,1,IND,Independent,36
WA,1259,Australian Democrats,D,1,25310,UG,MUBARAK,Kim,2,IND,Independent,37
WA,1259,Australian Democrats,D,2,25312,A,MESZAROS,Tibor,1,WKP,The Wikileaks Party,9
WA,1259,Australian Democrats,D,2,25313,A,NICOL,Lucy,2,WKP,The Wikileaks Party,10
WA,1259,Australian Democrats,D,2,25334,B,VAN STYN,Shane,1,NP,The Nationals,52
WA,1259,Australian Democrats,D,2,25335,B,DE GRUSSA,Colin Stephen,2,NP,The Nationals,53
WA,1259,Australian Democrats,D,2,25356,C,WOOLF,Russell,1,,,23
WA,1259,Australian Democrats,D,2,25357,C,JAMES,Verity,2,,,24
WA,1259,Australian Democrats,D,2,25280,D,FERNANDEZ,Chris,1,DEM,Australian Democrats,1
WA,1259,Australian Democrats,D,2,25281,D,THIEL,William,2,DEM,Australian Democrats,2
WA,1259,Australian Democrats,D,2,25296,E,BOYD,Fletcher,1,PIR,Pirate Party,19
WA,1259,Australian Democrats,D,2,25297,E,ALLEN,Michelle,2,PIR,Pirate Party,20
WA,1259,Australian Democrats,D,2,25328,F,BULLOCK,Joe,1,ALP,Australian Labor Party,58
WA,1259,Australian Democrats,D,2,25329,F,PRATT,Louise,2,ALP,Australian Labor Party,59
WA,1259,Australian Democrats,D,2,25330,F,HILL,Shane,3,ALP,Australian Labor Party,60
WA,1259,Australian Democrats,D,2,25331,F,ANDRIC,Klara,4,ALP,Australian Labor Party,61
WA,1259,Australian Democrats,D,2,25342,G,HOWLETT,Richie,1,AMEP,Australian Motoring Enthusiast Party,50
WA,1259,Australian Democrats,D,2,25343,G,ZANDVLIET,Rob,2,AMEP,Australian Motoring Enthusiast Party,51
WA,1259,Australian Democrats,D,2,25338,H,KOUTALIANOS,Bill,1,TCS,Freedom and Prosperity Party,25
WA,1259,Australian Democrats,D,2,25339,H,ASHBY,Leon,2,TCS,Freedom and Prosperity Party,26
WA,1259,Australian Democrats,D,2,25324,I,NITSCHKE,Philip,1,VEP,Voluntary Euthanasia Party,15
WA,1259,Australian Democrats,D,2,25325,I,DUFFIELD,Jim,2,VEP,Voluntary Euthanasia Party,16
WA,1259,Australian Democrats,D,2,25318,J,FRYAR,Jim,1,LDP,Liberal Democrats,76
WA,1259,Australian Democrats,D,2,25319,J,HAMILTON,Neil,2,LDP,Liberal Democrats,77
WA,1259,Australian Democrats,D,2,25290,K,PARKES,Brian W,1,VCE,Australian Voice Party,29
WA,1259,Australian Democrats,D,2,25291,K,BUTLER,Sean,2,VCE,Australian Voice Party,30
WA,1259,Australian Democrats,D,2,25344,L,BEZANT,Ken,1,BAP,Building Australia Party,27
WA,1259,Australian Democrats,D,2,25345,L,SMEE,Daniel Ross,2,BAP,Building Australia Party,28
WA,1259,Australian Democrats,D,2,25352,M,FELS,Anthony James,1,BRP,Mutual Party,11
WA,1259,Australian Democrats,D,2,25353,M,CHANDRA,Felly,2,BRP,Mutual Party,12
WA,1259,Australian Democrats,D,2,25336,N,ROSE,Linda,1,FFP,Family First Party,62
WA,1259,Australian Democrats,D,2,25337,N,HENG,Henry,2,FFP,Family First Party,63
WA,1259,Australian Democrats,D,2,25354,O,STRACHAN,Peter,1,SPP,#Sustainable Population Party,3
WA,1259,Australian Democrats,D,2,25355,O,BOURKE,William,2,SPP,#Sustainable Population Party,4
WA,1259,Australian Democrats,D,2,25284,P,WANG,Zhenya,1,PUP,Palmer United Party,33
WA,1259,Australian Democrats,D,2,25285,P,HEADLAND,Desmond John,2,PUP,Palmer United Party,34
WA,1259,Australian Democrats,D,2,25286,P,TERBLANCHE,Chamonix,3,PUP,Palmer United Party,35
WA,1259,Australian Democrats,D,2,25326,Q,DROPULICH,Wayne,1,SPRT,Australian Sports Party,48
WA,1259,Australian Democrats,D,2,25327,Q,LACKOVIC,Al,2,SPRT,Australian Sports Party,49
WA,1259,Australian Democrats,D,2,25298,R,JOHNSTON,David,1,LP,Liberal,54
WA,1259,Australian Democrats,D,2,25299,R,CASH,Michaelia,2,LP,Liberal,55
WA,1259,Australian Democrats,D,2,25300,R,REYNOLDS,Linda,3,LP,Liberal,56
WA,1259,Australian Democrats,D,2,25301,R,BROCKMAN,Slade,4,LP,Liberal,57
WA,1259,Australian Democrats,D,2,25316,S,BOW,Murray,1,ASP,Shooters and Fishers,44
WA,1259,Australian Democrats,D,2,25317,S,PARKES,John,2,ASP,Shooters and Fishers,45
WA,1259,Australian Democrats,D,2,25294,T,MOYLAN,James M,1,HMP,Help End Marijuana Prohibition (HEMP) Party,7
WA,1259,Australian Democrats,D,2,25295,T,MOYLAN,Tayla,2,HMP,Help End Marijuana Prohibition (HEMP) Party,8
WA,1259,Australian Democrats,D,2,25350,U,ANDERSON,Marcus,1,RPA,Republican Party of Australia,70
WA,1259,Australian Democrats,D,2,25351,U,HOLLICK,Rohan,2,RPA,Republican Party of Australia,71
WA,1259,Australian Democrats,D,2,25320,V,KATZ-BARBER,Max,1,SMK,Smokers Rights,72
WA,1259,Australian Democrats,D,2,25321,V,DI RADO,Daniel Jay,2,SMK,Smokers Rights,73
WA,1259,Australian Democrats,D,2,25346,W,McCARTHY,Daniel,1,AFLP,Australian Fishing and Lifestyle Party,46
WA,1259,Australian Democrats,D,2,25347,W,WYATT,Suzzanne,2,AFLP,Australian Fishing and Lifestyle Party,47
WA,1259,Australian Democrats,D,2,25292,X,MORAN,Ray,1,AUC,Australian Christians,64
WA,1259,Australian Democrats,D,2,25293,X,MOSELEY,Justin,2,AUC,Australian Christians,65
WA,1259,Australian Democrats,D,2,25332,Y,CUTHBERT,Simon Andrew,1,SPA,Secular Party of Australia,17
WA,1259,Australian Democrats,D,2,25333,Y,THOMPSON,Andrew,2,SPA,Secular Party of Australia,18
WA,1259,Australian Democrats,D,2,25282,Z,FOREMAN,Jane Elizabeth,1,RUA,Rise Up Australia Party,66
WA,1259,Australian Democrats,D,2,25283,Z,BENNETT,Joanne,2,RUA,Rise Up Australia Party,67
WA,1259,Australian Democrats,D,2,25304,AA,LUDLAM,Scott,1,GRN,The Greens (WA),38
WA,1259,Australian Democrats,D,2,25305,AA,CUNNINGHAM,Christine,2,GRN,The Greens (WA),39
WA,1259,Australian Democrats,D,2,25306,AA,JAMES,Ian,3,GRN,The Greens (WA),40
WA,1259,Australian Democrats,D,2,25307,AA,STEELE-JOHN,Jordon,4,GRN,The Greens (WA),41
WA,1259,Australian Democrats,D,2,25308,AA,NIELSEN-HARVEY,Sarah,5,GRN,The Greens (WA),42
WA,1259,Australian Democrats,D,2,25309,AA,CULLITY,Judith,6,GRN,The Greens (WA),43
WA,1259,Australian Democrats,D,2,25340,AB,GOOD,Adrian,1,DLP,DLP Democratic Labour,68
WA,1259,Australian Democrats,D,2,25341,AB,KIERNAN,Cathy,2,DLP,DLP Democratic Labour,69
WA,1259,Australian Democrats,D,2,25348,AC,BOUWMAN,Phillip,1,KAP,Katter's Australian Party,31
WA,1259,Australian Democrats,D,2,25349,AC,HODDINOTT,Susan,2,KAP,Katter's Australian Party,32
WA,1259,Australian Democrats,D,2,25302,AD,LOVE,Katrina,1,AJP,Animal Justice Party,5
WA,1259,Australian Democrats,D,2,25303,AD,SUTTON,Alicia,2,AJP,Animal Justice Party,6
WA,1259,Australian Democrats,D,2,25314,AE,PATTEN,Fiona,1,ASXP,Sex Party,13
WA,1259,Australian Democrats,D,2,25315,AE,COLEMAN,Mark,2,ASXP,Sex Party,14
WA,1259,Australian Democrats,D,2,25287,AF,BAINBRIDGE,Alex,1,SAL,Socialist Alliance,21
WA,1259,Australian Democrats,D,2,25288,AF,JENKINS,Chris,2,SAL,Socialist Alliance,22
WA,1259,Australian Democrats,D,2,25322,AG,FISHLOCK,David,1,ODR,Outdoor Recreation Party (Stop The Greens),74
WA,1259,Australian Democrats,D,2,25323,AG,DE LIMA,Joaquim,2,ODR,Outdoor Recreation Party (Stop The Greens),75
WA,1259,Australian Democrats,D,2,25289,UG,VAN LIESHOUT,Teresa,1,IND,Independent,36
WA,1259,Australian Democrats,D,2,25310,UG,MUBARAK,Kim,2,IND,Independent,37
WA,1266,Pirate Party,E,1,25312,A,MESZAROS,Tibor,1,WKP,The Wikileaks Party,13
WA,1266,Pirate Party,E,1,25313,A,NICOL,Lucy,2,WKP,The Wikileaks Party,14
WA,1266,Pirate Party,E,1,25334,B,VAN STYN,Shane,1,NP,The Nationals,51
WA,1266,Pirate Party,E,1,25335,B,DE GRUSSA,Colin Stephen,2,NP,The Nationals,52
WA,1266,Pirate Party,E,1,25356,C,WOOLF,Russell,1,,,37
WA,1266,Pirate Party,E,1,25357,C,JAMES,Verity,2,,,38
WA,1266,Pirate Party,E,1,25280,D,FERNANDEZ,Chris,1,DEM,Australian Democrats,21
WA,1266,Pirate Party,E,1,25281,D,THIEL,William,2,DEM,Australian Democrats,22
WA,1266,Pirate Party,E,1,25296,E,BOYD,Fletcher,1,PIR,Pirate Party,1
WA,1266,Pirate Party,E,1,25297,E,ALLEN,Michelle,2,PIR,Pirate Party,2
WA,1266,Pirate Party,E,1,25328,F,BULLOCK,Joe,1,ALP,Australian Labor Party,39
WA,1266,Pirate Party,E,1,25329,F,PRATT,Louise,2,ALP,Australian Labor Party,40
WA,1266,Pirate Party,E,1,25330,F,HILL,Shane,3,ALP,Australian Labor Party,41
WA,1266,Pirate Party,E,1,25331,F,ANDRIC,Klara,4,ALP,Australian Labor Party,42
WA,1266,Pirate Party,E,1,25342,G,HOWLETT,Richie,1,AMEP,Australian Motoring Enthusiast Party,47
WA,1266,Pirate Party,E,1,25343,G,ZANDVLIET,Rob,2,AMEP,Australian Motoring Enthusiast Party,48
WA,1266,Pirate Party,E,1,25338,H,KOUTALIANOS,Bill,1,TCS,Freedom and Prosperity Party,68
WA,1266,Pirate Party,E,1,25339,H,ASHBY,Leon,2,TCS,Freedom and Prosperity Party,69
WA,1266,Pirate Party,E,1,25324,I,NITSCHKE,Philip,1,VEP,Voluntary Euthanasia Party,11
WA,1266,Pirate Party,E,1,25325,I,DUFFIELD,Jim,2,VEP,Voluntary Euthanasia Party,12
WA,1266,Pirate Party,E,1,25318,J,FRYAR,Jim,1,LDP,Liberal Democrats,19
WA,1266,Pirate Party,E,1,25319,J,HAMILTON,Neil,2,LDP,Liberal Democrats,20
WA,1266,Pirate Party,E,1,25290,K,PARKES,Brian W,1,VCE,Australian Voice Party,35
WA,1266,Pirate Party,E,1,25291,K,BUTLER,Sean,2,VCE,Australian Voice Party,36
WA,1266,Pirate Party,E,1,25344,L,BEZANT,Ken,1,BAP,Building Australia Party,31
WA,1266,Pirate Party,E,1,25345,L,SMEE,Daniel Ross,2,BAP,Building Australia Party,32
WA,1266,Pirate Party,E,1,25352,M,FELS,Anthony James,1,BRP,Mutual Party,29
WA,1266,Pirate Party,E,1,25353,M,CHANDRA,Felly,2,BRP,Mutual Party,30
WA,1266,Pirate Party,E,1,25336,N,ROSE,Linda,1,FFP,Family First Party,72
WA,1266,Pirate Party,E,1,25337,N,HENG,Henry,2,FFP,Family First Party,73
WA,1266,Pirate Party,E,1,25354,O,STRACHAN,Peter,1,SPP,#Sustainable Population Party,27
WA,1266,Pirate Party,E,1,25355,O,BOURKE,William,2,SPP,#Sustainable Population Party,28
WA,1266,Pirate Party,E,1,25284,P,WANG,Zhenya,1,PUP,Palmer United Party,57
WA,1266,Pirate Party,E,1,25285,P,HEADLAND,Desmond John,2,PUP,Palmer United Party,58
WA,1266,Pirate Party,E,1,25286,P,TERBLANCHE,Chamonix,3,PUP,Palmer United Party,59
WA,1266,Pirate Party,E,1,25326,Q,DROPULICH,Wayne,1,SPRT,Australian Sports Party,15
WA,1266,Pirate Party,E,1,25327,Q,LACKOVIC,Al,2,SPRT,Australian Sports Party,16
WA,1266,Pirate Party,E,1,25298,R,JOHNSTON,David,1,LP,Liberal,60
WA,1266,Pirate Party,E,1,25299,R,CASH,Michaelia,2,LP,Liberal,61
WA,1266,Pirate Party,E,1,25300,R,REYNOLDS,Linda,3,LP,Liberal,62
WA,1266,Pirate Party,E,1,25301,R,BROCKMAN,Slade,4,LP,Liberal,63
WA,1266,Pirate Party,E,1,25316,S,BOW,Murray,1,ASP,Shooters and Fishers,53
WA,1266,Pirate Party,E,1,25317,S,PARKES,John,2,ASP,Shooters and Fishers,54
WA,1266,Pirate Party,E,1,25294,T,MOYLAN,James M,1,HMP,Help End Marijuana Prohibition (HEMP) Party,23
WA,1266,Pirate Party,E,1,25295,T,MOYLAN,Tayla,2,HMP,Help End Marijuana Prohibition (HEMP) Party,24
WA,1266,Pirate Party,E,1,25350,U,ANDERSON,Marcus,1,RPA,Republican Party of Australia,43
WA,1266,Pirate Party,E,1,25351,U,HOLLICK,Rohan,2,RPA,Republican Party of Australia,44
WA,1266,Pirate Party,E,1,25320,V,KATZ-BARBER,Max,1,SMK,Smokers Rights,66
WA,1266,Pirate Party,E,1,25321,V,DI RADO,Daniel Jay,2,SMK,Smokers Rights,67
WA,1266,Pirate Party,E,1,25346,W,McCARTHY,Daniel,1,AFLP,Australian Fishing and Lifestyle Party,49
WA,1266,Pirate Party,E,1,25347,W,WYATT,Suzzanne,2,AFLP,Australian Fishing and Lifestyle Party,50
WA,1266,Pirate Party,E,1,25292,X,MORAN,Ray,1,AUC,Australian Christians,70
WA,1266,Pirate Party,E,1,25293,X,MOSELEY,Justin,2,AUC,Australian Christians,71
WA,1266,Pirate Party,E,1,25332,Y,CUTHBERT,Simon Andrew,1,SPA,Secular Party of Australia,9
WA,1266,Pirate Party,E,1,25333,Y,THOMPSON,Andrew,2,SPA,Secular Party of Australia,10
WA,1266,Pirate Party,E,1,25282,Z,FOREMAN,Jane Elizabeth,1,RUA,Rise Up Australia Party,74
WA,1266,Pirate Party,E,1,25283,Z,BENNETT,Joanne,2,RUA,Rise Up Australia Party,75
WA,1266,Pirate Party,E,1,25304,AA,LUDLAM,Scott,1,GRN,The Greens (WA),3
WA,1266,Pirate Party,E,1,25305,AA,CUNNINGHAM,Christine,2,GRN,The Greens (WA),4
WA,1266,Pirate Party,E,1,25306,AA,JAMES,Ian,3,GRN,The Greens (WA),5
WA,1266,Pirate Party,E,1,25307,AA,STEELE-JOHN,Jordon,4,GRN,The Greens (WA),6
WA,1266,Pirate Party,E,1,25308,AA,NIELSEN-HARVEY,Sarah,5,GRN,The Greens (WA),7
WA,1266,Pirate Party,E,1,25309,AA,CULLITY,Judith,6,GRN,The Greens (WA),8
WA,1266,Pirate Party,E,1,25340,AB,GOOD,Adrian,1,DLP,DLP Democratic Labour,45
WA,1266,Pirate Party,E,1,25341,AB,KIERNAN,Cathy,2,DLP,DLP Democratic Labour,46
WA,1266,Pirate Party,E,1,25348,AC,BOUWMAN,Phillip,1,KAP,Katter's Australian Party,55
WA,1266,Pirate Party,E,1,25349,AC,HODDINOTT,Susan,2,KAP,Katter's Australian Party,56
WA,1266,Pirate Party,E,1,25302,AD,LOVE,Katrina,1,AJP,Animal Justice Party,25
WA,1266,Pirate Party,E,1,25303,AD,SUTTON,Alicia,2,AJP,Animal Justice Party,26
WA,1266,Pirate Party,E,1,25314,AE,PATTEN,Fiona,1,ASXP,Sex Party,17
WA,1266,Pirate Party,E,1,25315,AE,COLEMAN,Mark,2,ASXP,Sex Party,18
WA,1266,Pirate Party,E,1,25287,AF,BAINBRIDGE,Alex,1,SAL,Socialist Alliance,33
WA,1266,Pirate Party,E,1,25288,AF,JENKINS,Chris,2,SAL,Socialist Alliance,34
WA,1266,Pirate Party,E,1,25322,AG,FISHLOCK,David,1,ODR,Outdoor Recreation Party (Stop The Greens),64
WA,1266,Pirate Party,E,1,25323,AG,DE LIMA,Joaquim,2,ODR,Outdoor Recreation Party (Stop The Greens),65
WA,1266,Pirate Party,E,1,25289,UG,VAN LIESHOUT,Teresa,1,IND,Independent,77
WA,1266,Pirate Party,E,1,25310,UG,MUBARAK,Kim,2,IND,Independent,76
WA,1278,Australian Labor Party,F,1,25312,A,MESZAROS,Tibor,1,WKP,The Wikileaks Party,27
WA,1278,Australian Labor Party,F,1,25313,A,NICOL,Lucy,2,WKP,The Wikileaks Party,28
WA,1278,Australian Labor Party,F,1,25334,B,VAN STYN,Shane,1,NP,The Nationals,70
WA,1278,Australian Labor Party,F,1,25335,B,DE GRUSSA,Colin Stephen,2,NP,The Nationals,71
WA,1278,Australian Labor Party,F,1,25356,C,WOOLF,Russell,1,,,11
WA,1278,Australian Labor Party,F,1,25357,C,JAMES,Verity,2,,,12
WA,1278,Australian Labor Party,F,1,25280,D,FERNANDEZ,Chris,1,DEM,Australian Democrats,23
WA,1278,Australian Labor Party,F,1,25281,D,THIEL,William,2,DEM,Australian Democrats,24
WA,1278,Australian Labor Party,F,1,25296,E,BOYD,Fletcher,1,PIR,Pirate Party,25
WA,1278,Australian Labor Party,F,1,25297,E,ALLEN,Michelle,2,PIR,Pirate Party,26
WA,1278,Australian Labor Party,F,1,25328,F,BULLOCK,Joe,1,ALP,Australian Labor Party,1
WA,1278,Australian Labor Party,F,1,25329,F,PRATT,Louise,2,ALP,Australian Labor Party,2
WA,1278,Australian Labor Party,F,1,25330,F,HILL,Shane,3,ALP,Australian Labor Party,3
WA,1278,Australian Labor Party,F,1,25331,F,ANDRIC,Klara,4,ALP,Australian Labor Party,4
WA,1278,Australian Labor Party,F,1,25342,G,HOWLETT,Richie,1,AMEP,Australian Motoring Enthusiast Party,52
WA,1278,Australian Labor Party,F,1,25343,G,ZANDVLIET,Rob,2,AMEP,Australian Motoring Enthusiast Party,53
WA,1278,Australian Labor Party,F,1,25338,H,KOUTALIANOS,Bill,1,TCS,Freedom and Prosperity Party,46
WA,1278,Australian Labor Party,F,1,25339,H,ASHBY,Leon,2,TCS,Freedom and Prosperity Party,47
WA,1278,Australian Labor Party,F,1,25324,I,NITSCHKE,Philip,1,VEP,Voluntary Euthanasia Party,13
WA,1278,Australian Labor Party,F,1,25325,I,DUFFIELD,Jim,2,VEP,Voluntary Euthanasia Party,14
WA,1278,Australian Labor Party,F,1,25318,J,FRYAR,Jim,1,LDP,Liberal Democrats,31
WA,1278,Australian Labor Party,F,1,25319,J,HAMILTON,Neil,2,LDP,Liberal Democrats,32
WA,1278,Australian Labor Party,F,1,25290,K,PARKES,Brian W,1,VCE,Australian Voice Party,58
WA,1278,Australian Labor Party,F,1,25291,K,BUTLER,Sean,2,VCE,Australian Voice Party,59
WA,1278,Australian Labor Party,F,1,25344,L,BEZANT,Ken,1,BAP,Building Australia Party,56
WA,1278,Australian Labor Party,F,1,25345,L,SMEE,Daniel Ross,2,BAP,Building Australia Party,57
WA,1278,Australian Labor Party,F,1,25352,M,FELS,Anthony James,1,BRP,Mutual Party,48
WA,1278,Australian Labor Party,F,1,25353,M,CHANDRA,Felly,2,BRP,Mutual Party,49
WA,1278,Australian Labor Party,F,1,25336,N,ROSE,Linda,1,FFP,Family First Party,44
WA,1278,Australian Labor Party,F,1,25337,N,HENG,Henry,2,FFP,Family First Party,45
WA,1278,Australian Labor Party,F,1,25354,O,STRACHAN,Peter,1,SPP,#Sustainable Population Party,50
WA,1278,Australian Labor Party,F,1,25355,O,BOURKE,William,2,SPP,#Sustainable Population Party,51
WA,1278,Australian Labor Party,F,1,25284,P,WANG,Zhenya,1,PUP,Palmer United Party,33
WA,1278,Australian Labor Party,F,1,25285,P,HEADLAND,Desmond John,2,PUP,Palmer United Party,34
WA,1278,Australian Labor Party,F,1,25286,P,TERBLANCHE,Chamonix,3,PUP,Palmer United Party,35
WA,1278,Australian Labor Party,F,1,25326,Q,DROPULICH,Wayne,1,SPRT,Australian Sports Party,54
WA,1278,Australian Labor Party,F,1,25327,Q,LACKOVIC,Al,2,SPRT,Australian Sports Party,55
WA,1278,Australian Labor Party,F,1,25298,R,JOHNSTON,David,1,LP,Liberal,72
WA,1278,Australian Labor Party,F,1,25299,R,CASH,Michaelia,2,LP,Liberal,73
WA,1278,Australian Labor Party,F,1,25300,R,REYNOLDS,Linda,3,LP,Liberal,74
WA,1278,Australian Labor Party,F,1,25301,R,BROCKMAN,Slade,4,LP,Liberal,75
WA,1278,Australian Labor Party,F,1,25316,S,BOW,Murray,1,ASP,Shooters and Fishers,40
WA,1278,Australian Labor Party,F,1,25317,S,PARKES,John,2,ASP,Shooters and Fishers,41
WA,1278,Australian Labor Party,F,1,25294,T,MOYLAN,James M,1,HMP,Help End Marijuana Prohibition (HEMP) Party,15
WA,1278,Australian Labor Party,F,1,25295,T,MOYLAN,Tayla,2,HMP,Help End Marijuana Prohibition (HEMP) Party,16
WA,1278,Australian Labor Party,F,1,25350,U,ANDERSON,Marcus,1,RPA,Republican Party of Australia,62
WA,1278,Australian Labor Party,F,1,25351,U,HOLLICK,Rohan,2,RPA,Republican Party of Australia,63
WA,1278,Australian Labor Party,F,1,25320,V,KATZ-BARBER,Max,1,SMK,Smokers Rights,66
WA,1278,Australian Labor Party,F,1,25321,V,DI RADO,Daniel Jay,2,SMK,Smokers Rights,67
